45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
